Observation Name,High-gain pass DSS Sta. ,Ownr,Date,DOY,"Strt, UT", Dur,"End, UT",Pr'ty,Bits/ pixel,# imgs  or       # spec,Seq.     IDs,Filters,Est.  comp.,Mbits,P/B (hrs @8.8 kb/s),P/B (hrs @17.6 kb/s),P/B (hrs @26.4 kb/s),week,Target,Description,Status
70m downlink track,43,,09-Feb,040,16:00,4:30,20:30,,,,,,,94.23,2.61,1.30,0.87,,,,
Opnav B Prime 135,,NAV,10-Feb,040,20:18,0:20,20:38,F,12,8,"8,9,29",0,2.5,4.96,0.2,0.1,0.1,00038,Eros,"OPBP_135:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
Satellite Search D (sun roll ref),,MSI,10-Feb,041,1:30,6:50,8:20,,12,416,"7,26",0,2.5,257.89,9.0,4.5,3.0,00038,Eros,"MSI_SatSrchD: Cover region (+/- 100 Er) with 13x8 mosaic.Slew so boresight moves .01deg/s in direction that is 3 long pixels by 50 urad in short pix direction. Take 3 pics for each position in mosaic, spaced 3 sec apart.  1 auto, 3 man  exp (999ms, FAST).",done
Opnav B Prime 136,,NAV,10-Feb,041,8:28,0:20,8:48,T,12,8,"8,9,29",0,2.3,10.78,0.4,0.2,0.1,00038,Eros,"OPBP_136:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
MSI Movie 7,,MSI,10-Feb,041,8:55,6:00,14:55,,8,780,18,4,3.9,309.96,10.9,5.4,3.6,00038,Eros,"MSI_Movie7: one filter 4 image every 1/2 deg of rot., (TABLE5+FAST)",done
NIS Movie 7,,MSI,10-Feb,041,8:55,6:00,14:55,,,1575,,,,1.80,0.1,0.0,0.0,00038,Eros,NIS_Movie7: Narrow (4x16sec spectra+2 r+4dark) 315 exec. Mp 75,done
Opnav B Prime 137,,NAV,10-Feb,041,15:21,0:20,15:41,T,12,8,"8,9,29",0,2.3,10.78,0.4,0.2,0.1,00038,Eros,"OPBP_137:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
70m downlink track,43,,10-Feb,041,16:00,9:00,1:00,,,,,,,596.17,20.92,10.39,6.96,,,,
Opnav B Prime 138,,NAV,11-Feb,042,0:50,0:20,1:10,T,12,8,"8,9,29",0,2.3,10.78,0.4,0.2,0.1,00038,Eros,"OPBP_138:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
Global Morphology 1,,NAV/MSI,11-Feb,042,2:40,5:35,8:15,,8,780,18,4,2.3,525.59,18.4,9.2,6.2,00038,Eros,MSI_GM_1: 1 filter 4 every 1/2 deg for another Eros rotation.  Autoexp. (TABLE5+FAST) *EROS = 70 pixels,done
NIS Global Morph 1,,NAV/MSI,11-Feb,042,2:40,5:35,8:15,,,1495,,,,1.71,0.1,0.0,0.0,00038,Eros,NIS_GM_1: Wide (4x16sec spectra+2 r+4dark) 299 exec. Mp 75,done
Multispectral Light Curve 8,,MSI,11-Feb,042,8:30,5:18,13:48,,12,104,25,0-7,2.3,70.08,2.5,1.2,0.8,00038,Eros,MSI_MSLtCv8: 8 filters every 30 deg for 1.1 Eros rotation.  Auto exp. (FAST) *EROS = 80 pixels,done
NIS Multispectral Light Curve 8,,MSI,11-Feb,042,8:30,5:18,13:48,,,1495,,,,1.71,0.1,0.0,0.0,00038,Eros,NIS_MSLtCv8: Narrow (4x16sec spectra+2 r+4dark) 299 exec. Mp 75,done
Opnav B Prime 139,,NAV,11-Feb,042,15:20,0:20,15:40,T,12,8,"8,9,29",0,2.3,10.78,0.4,0.2,0.1,00038,Eros,"OPBP_139:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
70m downlink track,43,,11-Feb,042,16:00,7:00,23:00,,,,,,,620.65,21.78,10.79,7.22,,,,
Opnav B Prime 140,,NAV,11-Feb,042,22:50,0:20,23:10,T,12,8,"8,9,29",0,2.3,10.78,0.4,0.2,0.1,00038,Eros,"OPBP_140:8 clr filter images 5 exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
Star Calibration 1,,NAV,12-Feb,043,0:15,0:10,0:25,,12,3,29,0,1.9,4.89,0.2,0.1,0.1,00038,undefined,"StarCal_1: Point anti-NADIR, 2 seq 29,return",done
Multispectral Rotation Seq.,,MSI,12-Feb,043,0:30,11:25,11:55,,8,780,18,4,3.2,377.76,13.3,6.6,4.4,00038,Eros,MSI_MSRot_1: one filter 4 image every 1/2 deg of rot. (TABLE5+FAST),done
,,,,,,,,,12,210,1,1-7,1.9,171.29,6.0,3.0,2.0,00038,Eros,7 filters every 12 deg for 1.1 Eros rotation.  Auto exp. (FAST) *EROS = 125 pixels,done
NIS Multispectral Rotation Seq.,,MSI,12-Feb,043,0:30,5:32,6:02,,,1415,,,,1.62,0.1,0.0,0.0,00038,Eros,"NIS_MSRot_1: Mirror position 73-77 w/ 16 sec integration, 283 executes.",done
70m downlink track,14,,12-Feb,043,12:30,16:45,5:15,,,,,,,566.36,19.87,9.87,6.61,,,downlink MSI_MSRot two times,
Opnav B Prime 141 (sun roll ref),,NAV,13-Feb,044,05:15,00:11,05:26,F,12,8,"8,9,29",0,2.3,5.39,0.2,0.1,0.1,00045,Eros,"OPBP_141:8 clr filter images exposed for Eros, 3 exposed for stars (1 999 ms, 3 auto, 2 short, 2 999ms)",done
NIS Low Phase Flyby,,NIS,13-Feb,044,07:03,,,,,,,,,,,,,,,,
,,NIS,13-Feb,044,07:03,00:14,07:17,,,26,,,,0.03,0.0,0.0,0.0,00045,Eros,GLOBAL_MAP_50_IN,done
,,NIS,13-Feb,044,07:19,07:30,14:49,,,1777,,,,2.04,0.1,0.0,0.0,00045,Eros,LAT_SCANS_50-45_IN,done
,,NIS,13-Feb,044,14:53,00:15,15:08,,,37,,,,0.04,0.0,0.0,0.0,00045,Eros,GLOBAL_MAP_45_IN,done
,,NIS,13-Feb,044,15:14,03:50,19:04,,,842,,,,0.96,0.0,0.0,0.0,00045,Eros,LAT_SCANS_45-40_IN,done
,,NIS,13-Feb,044,19:09,00:50,19:59,,,1753,,,,2.01,0.1,0.0,0.0,00045,Eros,FULL_NIXEL_TEST,done
,,NIS,13-Feb,044,20:04,00:15,20:19,,,58,,,,0.07,0.0,0.0,0.0,00045,Eros,GLOBAL_MAP_40_IN,done
,,NIS,13-Feb,044,20:26,02:53,23:19,,,1386,,,,1.59,0.1,0.0,0.0,00045,Eros,InGas_OPT_LAT_SCAN_40-30_IN,done
,,NIS,13-Feb,044,23:24,00:25,23:49,,,82,,,,0.09,0.0,0.0,0.0,00045,Eros,GLOBAL_MAP_30_IN,done
,,NIS,13-Feb,044,23:56,01:50,01:46,,,810,,,,0.93,0.0,0.0,0.0,00045,Eros,InGas_OPT_LAT_SCAN_30-20_IN,done
,,NIS,14-Feb,045,01:49,02:56,04:45,,,519,,,,0.59,0.0,0.0,0.0,00045,Eros,GLOBAL_MPPS_IN,done
,,NIS,14-Feb,045,04:50,00:55,05:45,,,228,,,,0.26,0.0,0.0,0.0,00045,Eros,LOW_PHASE_MPPS,done
,,NIS,14-Feb,045,05:49,00:55,06:44,,,161,,,,0.18,0.0,0.0,0.0,00045,Eros,GLOBALS_OUT,done
End of NIS Low Phase Flyby,,NIS,14-Feb,045,06:44,,,,,,,,,,,,,,,,
70m  track (26.4 kb/s),63,,14-Feb,045,08:35,02:20,10:55,,,,,,,14.19,0.50,0.10,0.06,,,read down twice,
Total images for Appraoch,,,,,,,,,,9698,,,,,,,,,,,
Total spectra for Approach,,,,,,,,,,48785,,,,,,,,,,,
Orbit Insertion ,,,14-Feb,045,15:33,,,,,,,,,,,,,,,,
Opnav K OIM1 3x4,,NAV,14-Feb,045,16:33,00:20,16:53,T,8,12,27,4,2.5,14.88,0.5,0.3,0.2,00045,Eros,OPK_OIM1_3x4: 3x4 mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),43,,14-Feb,045,17:00,03:30,20:30,,,,,,,14.88,0.52,0.26,0.17,,,,
 Opnav K OIM2 3x4,,NAV,14-Feb,045,20:33,00:20,20:53,T,8,12,27,4,2.5,14.88,0.5,0.3,0.2,00045,Eros,OPK_OIM2_3x4: 3x4 mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),43,,14-Feb,045,21:00,03:45,00:45,,,,,,,14.88,0.52,0.26,0.17,,,,
 Opnav H3,,NAV,15-Feb,046,01:50,00:18,02:08,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00045,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H4,,NAV,15-Feb,046,08:10,00:18,08:28,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00045,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 46,,NAV,15-Feb,046,11:00,00:25,11:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00045,Eros,DailyGlobal_46: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 46,,NAV,15-Feb,046,11:00,00:25,11:25,,,196,,,,0.22,0.0,0.0,0.0,00045,Eros,NIS_DailyGlobal_46: 6x7 mosaics during above slew,done
 Opnav H5,,NAV,15-Feb,046,14:30,00:18,14:48,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00045,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
34 m track (8.8 kb/s),45,,15-Feb,046,14:50,07:55,22:45,,,,,,,26.50,0.93,0.46,0.31,,,,
 Opnav H6,,NAV,15-Feb,046,22:50,00:18,23:08,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00045,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 47,,NAV,16-Feb,047,02:00,00:25,02:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00045,Eros,DailyGlobal_47: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 47,,NAV,16-Feb,047,02:00,00:25,02:25,,,196,,,,0.22,0.0,0.0,0.0,00045,Eros,NIS_DailyGlobal_47: 6x7 mosaics during above slew,done
 Opnav H7,,NAV,16-Feb,047,05:30,00:18,05:48,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00045,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
NIS Cal target O1,,NIS,16-Feb,047,07:45,01:00,08:45,,,100,,,,0.11,0.0,0.0,0.0,00045,Cal target,NIS_Caltarg_O1: Standard NIS_CAL,done
Global Morphology 3x3,,NAV/MSI,16-Feb,047,09:15,06:10,15:25,,8,243,18,4,2.6,144.85,5.1,2.5,1.7,00045,Eros,"MSI_GM_3x3: Mosaics every 15 deg for 1 rotation. Filter 4, autoexposure  (FAST)",done
NIS Global Morph 3x3,,NAV/MSI,16-Feb,047,09:15,06:10,15:25,,,2916,,,,3.34,0.1,0.1,0.0,00045,Eros,NIS_GM_3x3: 6x5 mosaics during above slew (3 sec),done
70m  track (26.4 kb/s),43,,16-Feb,047,15:35,05:10,20:45,,,,,,,169.22,5.94,2.96,1.98,,,,
 Opnav H9,,NAV,17-Feb,048,12:30,00:18,12:48,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 48,,NAV,17-Feb,048,13:30,00:25,13:55,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00048,Eros,DailyGlobal_48: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 48,,NAV,17-Feb,048,13:30,00:25,13:55,,,196,,,,0.22,0.0,0.0,0.0,00048,Eros,NIS_DailyGlobal_48: 6x7 mosaics during above slew,done
 Opnav H10,,NAV,17-Feb,048,15:15,00:18,15:33,T,8,9,27,4,2.5,11.16,0.4,0.2,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),43,,17-Feb,048,15:35,07:40,23:15,,,,,,,26.50,0.93,0.46,0.31,,,,
 Opnav H11,,NAV,17-Feb,048,23:20,00:18,23:38,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 49,,NAV,18-Feb,049,02:00,00:25,02:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00048,Eros,DailyGlobal_49: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 49,,NAV,18-Feb,049,02:00,00:25,02:25,,,196,,,,0.22,0.0,0.0,0.0,00048,Eros,NIS_DailyGlobal_49: 6x7 mosaics during above slew,done
 Opnav H12,,NAV,18-Feb,049,07:00,00:18,07:18,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H13,,NAV,18-Feb,049,12:00,00:18,12:18,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H14,,NAV,18-Feb,049,14:45,00:18,15:03,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
34 m track (8.8 kb/s),45,,18-Feb,049,15:05,05:05,20:10,,,,,,,32.08,1.13,0.56,0.38,,,,
 Opnav H15,,NAV,18-Feb,049,20:20,00:18,20:38,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 50,,NAV,19-Feb,050,04:00,00:25,04:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00048,Eros,DailyGlobal_50: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 50,,NAV,19-Feb,050,04:00,00:25,04:25,,,196,,,,0.22,0.0,0.0,0.0,00048,Eros,NIS_DailyGlobal_50: 6x7 mosaics during above slew,done
Global Morphology 2,,NAV/MSI,19-Feb,050,08:45,06:00,14:45,,8,234,18,4,2.6,139.48,4.9,2.4,1.6,00048,Eros,"MSI_GM_2: 2x3 every 10 deg for 1.1 Eros rotation.  One filter, autoexp. (TABLE 5 + FAST)",done
,,,,,,,,,8,234,14,4,2.6,139.48,4.9,2.4,1.6,00048,Eros,Clean (TABLE 5 + FAST),done
NIS Global Morph 2,,NAV/MSI,19-Feb,050,08:45,06:00,14:45,,,2808,,,,3.22,0.1,0.1,0.0,00048,Eros,"NIS_GM_2: 6 mirror pos, 3 sec integr/pos during above 2x3 slew",done
70m  track (26.4 kb/s),43,,19-Feb,050,15:05,05:55,21:00,,,,,,,297.52,10.44,5.20,3.48,,,,
 Opnav H16,,NAV,19-Feb,050,21:05,00:18,21:23,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H17,,NAV,20-Feb,051,05:00,00:18,05:18,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H18,,NAV,20-Feb,051,09:00,00:18,09:18,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 51,,NAV,20-Feb,051,13:00,00:25,13:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00048,Eros,DailyGlobal_51: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 51,,NAV,20-Feb,051,13:00,00:25,13:25,,,196,,,,0.22,0.0,0.0,0.0,00048,Eros,NIS_DailyGlobal_51: 6x7 mosaics during above slew,done
 Opnav H19,,NAV,20-Feb,051,14:30,00:18,14:48,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
34 m track (8.8 kb/s),45,,20-Feb,051,14:50,05:10,20:00,,,,,,,32.08,1.13,0.56,0.38,,,,
 Opnav H20,,NAV,20-Feb,051,20:05,00:18,20:23,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav H21,,NAV,21-Feb,052,03:00,00:18,03:18,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Global Morphology 3,,NAV/MSI,21-Feb,052,04:30,06:00,10:30,,8,234,18,4,2.6,139.48,4.9,2.4,1.6,00048,Eros,"MSI_GM_3: 2x3 every 10 deg for 1.1 Eros rotation.  One filter, autoexp. (TABLE 5 + FAST)",done
NIS Global Morph 3,,NAV/MSI,21-Feb,052,04:30,06:00,10:30,,,2808,,,,3.22,0.1,0.1,0.0,00048,Eros,"NIS_GM_3: 6 mirror pos, 3 sec integr/pos during above 2x3 slew",done
 Opnav H22,,NAV,21-Feb,052,10:40,00:18,10:58,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 52,,NAV,21-Feb,052,12:00,00:25,12:25,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00048,Eros,DailyGlobal_52: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 52,,NAV,21-Feb,052,12:00,00:25,12:25,,,196,,,,0.22,0.0,0.0,0.0,00048,Eros,NIS_DailyGlobal_52: 6x7 mosaics during above slew,done
 Opnav H23,,NAV,21-Feb,052,17:15,00:18,17:33,F,8,9,27,4,2.5,5.58,0.2,0.1,0.1,00048,Eros,3x3 mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),43,,21-Feb,052,18:00,06:00,00:00,,,,,,,174.78,6.13,3.05,2.05,,,,
 Opnav 53a KF,,NAV,22-Feb,053,00:05,00:17,00:22,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav 53b KF,,NAV,22-Feb,053,05:05,00:17,05:22,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav 53c KF,,NAV,22-Feb,053,11:35,00:17,11:52,T,8,6,27,4,2.5,7.44,0.3,0.1,0.1,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),14,,22-Feb,053,12:20,03:00,15:20,,,,,,,14.88,0.52,0.26,0.17,,,,
Opnav 53d KL,,NAV,22-Feb,053,16:35,00:17,16:52,T,8,12,27,4,2.5,14.88,0.5,0.3,0.2,00052,Eros,3x4 mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 53,,NAV,22-Feb,053,21:00,00:30,21:30,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00052,Eros,DailyGlobal_53: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 53,,NAV,22-Feb,053,21:00,00:30,21:30,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_53: 6x7 mosaics during above slew,done
 Opnav 53e KF,,NAV,22-Feb,053,22:40,00:17,22:57,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
Star Calibration 053,,NAV,22-Feb,053,23:30,00:10,23:40,,12,4,29,0,2.6,2.38,0.1,0.0,0.0,00052,undefined,"Point anti-NADIR, 4 seq 29, return (FAST)",done
Daily Global 54,,NAV,23-Feb,054,01:00,00:30,01:30,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00052,Eros,DailyGlobal_54: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 54,,NAV,23-Feb,054,01:00,00:30,01:30,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_54: 6x7 mosaics during above slew,done
 Opnav 54a KF,,NAV,23-Feb,054,04:15,00:17,04:32,T,8,6,27,4,2.5,7.44,0.3,0.1,0.1,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
 Opnav 54b KF,,NAV,23-Feb,054,06:10,00:17,06:27,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
Global Morphology 4,,NAV/MSI,23-Feb,054,09:15,05:30,14:45,,12,216,18,4,2.6,128.75,4.5,2.3,1.5,00052,Eros,"MSI_GM_4: 2x3 every 10 deg for 1.1 Eros rotation.  One filter, autoexp. (FAST)",done
NIS Global Morph 4,,NAV/MSI,23-Feb,054,09:15,05:30,14:45,,,2808,,,,3.22,0.1,0.1,0.0,00052,Eros,"NIS_GM_4: 6 mirror pos, 5 sec integr/pos during above 2x3 slew",done
70m  track (26.4 kb/s),43,,23-Feb,054,15:30,05:15,20:45,,,,,,,183.63,6.44,3.21,2.15,,,,
 Opnav 54c KF,,NAV,23-Feb,054,20:50,00:17,21:07,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
Star Calibration 054,,NAV,23-Feb,054,22:30,00:10,22:40,,12,4,29,0,2.6,2.38,0.1,0.0,0.0,00052,undefined,"Point anti-NADIR, 4 seq 29, return (FAST)",done
 Opnav 55a KF,,NAV,24-Feb,055,05:30,00:17,05:47,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
Daily Global 55,,NAV,24-Feb,055,08:15,00:30,08:45,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00052,Eros,DailyGlobal_55: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 55,,NAV,24-Feb,055,08:15,00:30,08:45,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_55: 7x6 mosaics during above slew,done
Star Calibration 055,,NAV,24-Feb,055,10:00,00:10,10:10,,12,4,29,0,2.6,2.38,0.1,0.0,0.0,00052,undefined,"Point anti-NADIR, 4 seq 29, return (FAST)",done
 Opnav 55b KF,,NAV,24-Feb,055,11:35,00:17,11:52,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
70m  track (26.4 kb/s),14,,24-Feb,055,12:20,05:40,18:00,,,,,,,25.69,0.90,0.45,0.30,,,,
Orbit Correction Man 1,,,24-Feb,055,17:00,,,,,,,,,,,,,,,,
 Opnav 55c KL,,NAV,24-Feb,055,18:05,00:17,18:22,T,8,12,27,4,2.5,14.88,0.5,0.3,0.2,00052,Eros,3x4 mosaic in filter 4 (TABLE 5 + FAST),done
34 m track (8.8 kb/s),45,,24-Feb,055,18:55,02:05,21:00,,,,,,,14.88,0.52,0.26,0.17,,,,
 Opnav 55d KL,,NAV,24-Feb,055,21:05,00:17,21:22,T,8,12,27,4,2.5,14.88,0.5,0.3,0.2,00052,Eros,3x4 mosaic in filter 4 (TABLE 5 + FAST),done
34 m track (8.8 kb/s),45,,25-Feb,056,00:45,03:15,04:00,,,,,,,14.88,0.52,0.26,0.17,,,,
Star Calibration 056,,NAV,25-Feb,056,04:00,00:10,04:10,,12,4,29,0,2.6,2.38,0.1,0.0,0.0,00052,undefined,"Point anti-NADIR, 4 seq 29, return (FAST)",done
Daily Global 56,,NAV,25-Feb,056,05:00,00:30,05:30,,8,16,18,4,2.6,9.54,0.3,0.2,0.1,00052,Eros,DailyGlobal_56: 4x4 in filter 4 (TABLE 5 + FAST),done
NIS Daily Global 56,,NAV,25-Feb,056,05:00,00:30,05:30,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_56: 7x6 mosaics during above slew,done
 Opnav 56b KF,,NAV,25-Feb,056,07:20,00:17,07:37,F,8,6,27,4,2.5,3.72,0.1,0.1,0.0,00052,Eros,2x3 start stop mosaic in filter 4 (TABLE 5 + FAST),done
Multispectral Rotation 3, ,MSI,25-Feb,056,09:00,05:30,14:30, ,12,189,22,1-7,1,292.91,10.3,5.1,3.4,00052,Eros,MSI_MSRot_3: 2x2; seven filters every 45 deg of rot. for 1.1 Eros rotation.  Auto exp. (Uncompressed),done
,,,,,,,,,12,189,21,1-7,1.7,172.30,6.0,3.0,2.0,00052,Eros,Clean (FAST),done
NIS Multispectral Rotation 3,,MSI,25-Feb,056,09:00,05:30,14:30,,,282,,,,0.32,0.0,0.0,0.0,00052,Eros,"NIS_MSRot_3: 6 mirror pos, 5 sec, scanning with slew",done
70m  track (26.4 kb/s),43,,25-Feb,056,15:30,08:00,23:30,,,,,,,481.40,16.89,8.42,5.63,,,,
All MSI data were lost on days 57 and 58 due to DPU error.,,,,,,,,,,,,,,,,,,,,,
NIS Daily Global 57,,NAV,26-Feb,057,10:00,00:30,10:30,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_57: 7x6 mosaics during above slew,done
34 m track (8.8 kb/s),15,,26-Feb,057,12:15,06:50,19:05,,,,,,,0.22,0.01,0.00,0.00,,,,
NIS Global Morph 5,,NAV/MSI,27-Feb,058,00:30,06:00,06:30,,,2808,,,,3.22,0.1,0.1,0.0,00052,Eros,"NIS_GM_5: 6 mirror pos, 3 sec integr/pos during above 2x3 slew",done
NIS Daily Global 058,,NAV,27-Feb,058,12:30,00:30,13:00,,,196,,,,0.22,0.0,0.0,0.0,00052,Eros,NIS_DailyGlobal_058: 7x6 mosaics during above slew,done
70m  track (26.4 kb/s),43,,27-Feb,058,16:55,07:15,00:10,,,,,,,3.44,0.12,0.05,0.04,,,,
,,,,,,,,,,,,,,,,,,,,,
Total images for POI,,,,,,,,,,2031,,,,,,,,,,,
Total spectra for POI,,,,,,,,,,17078,,,,,,,,,,,
